0 34 38 42 59 63 68
1 35 38 43 60 64 68
2 34 38 44 60 64 68
3 36 39 45 60 63 68
4 36 38 46 60 65 68
5 37 40 47 60 63 68
6 34 38 48 60 65 68
7 36 38 49 58 60 65 68
8 34 38 42 60 64 68
1 35 41 46 59 65 67 68
6 35 38 50 58 60 63 67 68
3 35 40 51 61 63 68
9 37 40 49 58 61 64 68
3 34 40 49 58 60 63 68
6 36 40 50 59 63 68
10 34 40 47 62 66 68
11 35 41 44 59 64 68
12 34 39 48 59 64 68
13 34 39 46 59 63 68
12 34 41 52 59 66 67 68
10 36 40 49 58 62 66 68
0 36 40 47 58 60 66 68
14 37 40 49 57 61 64 68
12 37 40 49 61 64 68
11 37 40 52 61 64 68
15 34 40 46 60 63 68
6 37 40 49 58 61 64 68
16 37 40 47 58 61 64 68
0 37 40 47 58 59 65 68
2 35 39 46 59 64 68
17 36 40 50 61 64 68
17 37 40 50 60 65 68
10 34 40 47 58 61 65 68
18 34 39 50 60 66 68
0 34 38 49 60 63 68
3 35 38 45 60 65 67 68
2 35 39 46 58 60 66 68
19 36 38 51 60 65 68
3 34 39 42 60 64 68
20 34 39 49 59 64 68
20 35 41 42 60 66 68
21 34 38 47 58 61 63 68
11 34 40 50 61 63 68
15 37 40 50 57 61 64 68
20 34 39 49 60 65 68
19 35 40 49 59 66 68
22 37 40 50 59 63 68
1 37 40 47 59 64 68
10 37 40 49 61 64 68
10 37 40 47 58 61 64 68
17 37 40 47 58 61 64 68
23 37 40 44 57 59 64 68
15 36 40 46 60 63 68
24 37 40 49 57 58 59 63 68
4 34 40 52 59 63 68
25 34 39 50 59 65 67 68
2 37 40 52 58 61 64 68
13 36 40 44 59 66 68
7 34 38 47 60 64 68
23 37 40 48 61 65 68
3 36 38 43 60 63 68
25 34 38 49 59 63 68
21 35 39 50 58 61 63 68
26 34 38 49 59 66 68
8 34 40 49 58 61 63 68
0 34 40 49 60 66 68
9 37 39 46 60 63 68
27 34 38 42 60 66 68
28 36 40 50 60 64 68
19 37 40 49 58 60 63 68
21 34 38 51 59 63 68
11 34 38 46 61 64 68
16 34 38 49 61 66 68
16 34 38 49 61 65 68
7 36 40 47 59 63 68
7 36 40 49 59 63 68
16 37 40 47 58 59 64 68
1 36 40 42 61 64 68
18 34 38 50 60 65 68
6 37 40 49 58 61 64 68
0 37 40 47 57 61 64 68
23 37 40 48 57 58 61 64 68
0 34 40 49 58 62 64 68
20 37 40 47 57 58 61 64 68
27 37 40 50 61 64 68
18 37 40 50 61 64 68
19 37 40 49 61 63 68
29 37 40 42 57 61 64 68
8 34 40 51 61 64 68
0 34 39 42 58 59 66 68
19 34 38 47 59 66 68
14 34 40 48 61 64 68
10 34 39 42 59 66 68
6 34 39 49 58 60 65 68
21 35 39 42 61 63 68
30 35 38 43 59 63 67 68
30 34 38 49 58 59 63 68
20 37 40 52 59 66 68
31 34 39 42 60 66 68
8 34 38 52 59 66 68
8 35 39 51 60 66 67 68
5 34 38 47 58 59 65 68
8 34 40 42 58 60 65 68
10 37 38 51 59 63 68
28 34 40 50 60 63 68
15 36 38 42 60 65 68
26 37 40 47 61 66 68
9 36 40 51 58 61 63 68
16 34 38 50 60 66 68
10 34 38 42 60 66 68
1 37 40 49 58 60 63 68
22 36 38 44 58 59 63 68
7 37 40 49 61 64 68
17 34 39 51 60 63 68
7 36 40 47 61 63 68
13 37 40 49 61 64 68
24 37 40 42 57 58 60 63 68
9 36 40 49 61 63 68
23 37 38 52 59 63 68
10 34 38 50 60 63 68
6 35 39 49 59 64 67 68
4 34 38 52 59 63 68
10 36 40 50 60 63 68
25 34 38 49 57 60 65 68
9 34 41 42 58 60 65 68
17 36 40 50 61 65 67 68
1 37 40 49 61 63 68
4 34 38 50 60 65 67 68
2 35 38 50 58 59 65 67 68
19 36 40 47 61 63 68
11 36 40 42 60 66 68
27 37 40 47 57 58 61 63 68
11 35 39 46 60 66 68
20 36 40 49 60 66 67 68
10 37 40 49 61 63 68
10 36 38 42 58 59 64 68
0 37 40 50 60 63 68
7 36 38 50 59 65 68
27 37 40 50 57 60 66 68
25 37 40 49 61 64 68
18 37 40 50 61 63 68
27 37 40 47 57 58 60 63 68
21 37 40 49 58 61 63 68
29 37 40 50 57 60 63 68
27 34 40 50 60 64 68
18 37 40 42 61 64 68
1 37 40 51 59 63 68
30 37 40 50 61 64 68
22 37 40 49 58 61 63 68
2 37 40 52 61 64 68
9 37 40 42 59 64 68
7 35 38 51 60 65 68
9 36 40 50 61 64 67 68
28 37 40 50 59 64 68
21 35 39 51 59 65 68
21 35 41 44 59 63 67 68
29 37 40 50 58 59 64 68
22 34 40 51 60 65 68
1 35 40 52 61 65 67 68
26 34 39 50 60 66 68
28 35 41 42 59 66 67 68
27 37 40 47 58 61 64 68
9 35 38 47 59 63 68
15 36 38 49 58 60 63 68
24 37 40 51 59 63 68
13 36 40 49 59 64 68
23 36 40 52 61 64 68
10 37 40 49 61 64 68
26 37 40 47 59 64 68
25 36 40 47 58 59 64 68
21 37 40 51 61 64 68
23 34 39 46 58 60 66 68
26 34 40 49 59 64 68
26 36 38 50 60 64 68
19 36 39 50 60 65 68
22 34 40 47 58 60 64 68
20 37 40 47 57 61 63 68
27 34 40 51 58 61 64 68
1 34 40 50 58 59 64 68
23 34 41 43 58 59 64 68
24 37 40 50 58 61 64 68
19 34 40 49 59 65 68
3 35 38 53 60 63 68
11 34 41 42 58 62 63 68
29 36 40 52 58 59 65 68
18 34 38 49 60 64 68
25 34 40 47 60 65 68
4 34 38 51 60 66 67 68
5 36 38 50 60 65 68
8 36 39 42 60 65 68
27 35 39 51 62 66 68
17 36 40 42 58 60 65 68
9 35 41 54 62 66 67 68
0 36 38 50 60 63 68
32 36 40 47 58 60 66 68
1 35 39 48 60 63 67 68
