0 3 8 13 18
1 3 8 13 19
1 3 8 13 20
1 3 8 13 21
1 3 8 13 22
1 3 8 14 18
1 3 8 14 19
1 3 8 14 20
1 3 8 14 21
1 3 8 14 22
1 3 8 15 18
1 3 8 15 19
1 3 8 15 20
1 3 8 15 21
1 3 8 15 22
1 3 8 16 18
1 3 8 16 19
1 3 8 16 20
1 3 8 16 21
1 3 8 16 22
1 3 8 17 18
1 3 8 17 19
1 3 8 17 20
1 3 8 17 21
1 3 8 17 22
2 3 9 13 18
0 3 9 13 19
1 3 9 13 20
1 3 9 13 21
1 3 9 13 22
0 3 9 14 18
1 3 9 14 19
1 3 9 14 20
1 3 9 14 21
1 3 9 14 22
1 3 9 15 18
1 3 9 15 19
1 3 9 15 20
1 3 9 15 21
1 3 9 15 22
1 3 9 16 18
1 3 9 16 19
1 3 9 16 20
1 3 9 16 21
1 3 9 16 22
1 3 9 17 18
1 3 9 17 19
1 3 9 17 20
1 3 9 17 21
1 3 9 17 22
2 3 10 13 18
2 3 10 13 19
0 3 10 13 20
1 3 10 13 21
1 3 10 13 22
2 3 10 14 18
1 3 10 14 19
1 3 10 14 20
1 3 10 14 21
1 3 10 14 22
0 3 10 15 18
1 3 10 15 19
1 3 10 15 20
1 3 10 15 21
1 3 10 15 22
1 3 10 16 18
1 3 10 16 19
1 3 10 16 20
1 3 10 16 21
1 3 10 16 22
1 3 10 17 18
1 3 10 17 19
1 3 10 17 20
1 3 10 17 21
1 3 10 17 22
2 3 11 13 18
2 3 11 13 19
2 3 11 13 20
0 3 11 13 21
1 3 11 13 22
2 3 11 14 18
0 3 11 14 19
1 3 11 14 20
1 3 11 14 21
1 3 11 14 22
2 3 11 15 18
1 3 11 15 19
1 3 11 15 20
1 3 11 15 21
1 3 11 15 22
0 3 11 16 18
1 3 11 16 19
1 3 11 16 20
1 3 11 16 21
1 3 11 16 22
1 3 11 17 18
1 3 11 17 19
1 3 11 17 20
1 3 11 17 21
1 3 11 17 22
2 3 12 13 18
2 3 12 13 19
2 3 12 13 20
2 3 12 13 21
0 3 12 13 22
2 3 12 14 18
2 3 12 14 19
1 3 12 14 20
1 3 12 14 21
1 3 12 14 22
2 3 12 15 18
1 3 12 15 19
1 3 12 15 20
1 3 12 15 21
1 3 12 15 22
2 3 12 16 18
1 3 12 16 19
1 3 12 16 20
1 3 12 16 21
1 3 12 16 22
0 3 12 17 18
1 3 12 17 19
1 3 12 17 20
1 3 12 17 21
1 3 12 17 22
2 4 8 13 18
0 4 8 13 19
1 4 8 13 20
1 4 8 13 21
1 4 8 13 22
0 4 8 14 18
1 4 8 14 19
1 4 8 14 20
1 4 8 14 21
1 4 8 14 22
1 4 8 15 18
1 4 8 15 19
1 4 8 15 20
1 4 8 15 21
1 4 8 15 22
