0 35 58 101 123
1 36 58 101 123
2 37 59 101 123
3 38 60 101 123
4 39 58 101 123
5 40 61 102 123
3 41 58 103 123
4 41 60 101 123
6 42 58 101 123
1 38 60 104 123
5 43 60 101 123
7 41 62 101 123
7 36 58 104 123
8 36 63 104 123
9 44 64 101 123
10 45 60 102 123
5 40 59 102 123
0 35 58 103 123
10 46 61 103 123
0 46 60 103 123
5 41 61 101 123
0 43 60 102 123
3 39 65 101 123
0 47 61 105 123
7 41 66 101 123
4 36 62 101 123
4 41 62 102 123
11 35 60 101 123
11 41 58 101 123
2 37 62 101 123
7 38 62 101 123
5 41 60 102 123
11 48 60 104 123
12 49 58 101 123
1 38 60 104 123
4 37 64 101 123
12 35 59 101 123
1 38 60 104 123
6 36 59 101 123
0 41 60 101 123
4 35 59 103 123
13 50 59 103 123
6 37 59 101 123
4 35 62 106 123
0 46 66 102 123
7 36 58 103 123
0 46 62 101 123
3 37 58 101 123
14 43 60 101 123
4 47 58 101 123
15 37 67 107 124
16 37 68 108 124
17 38 69 108 124
12 50 70 109 124
18 51 71 108 124
10 51 68 109 124
19 47 67 110 124
1 52 72 111 124
20 42 71 109 124
11 53 73 107 124
4 54 74 111 124
21 36 75 108 124
22 55 70 111 124
23 42 67 107 124
24 42 76 109 124
25 38 77 107 124
24 36 68 108 124
9 53 78 111 124
26 55 68 108 124
24 56 73 112 124
21 37 79 113 124
23 51 70 109 124
19 56 69 108 124
23 51 67 114 124
16 42 80 109 124
20 36 77 107 124
27 51 79 107 124
25 36 81 115 124
22 42 68 108 124
10 57 74 111 124
12 52 82 112 124
12 52 83 111 124
9 53 73 114 124
22 53 84 110 124
5 36 68 108 124
22 41 68 110 124
25 38 67 108 124
19 50 77 109 124
24 36 78 109 124
12 56 70 109 124
12 57 77 114 124
23 36 71 107 124
9 57 70 114 124
4 50 72 111 124
24 53 75 109 124
10 36 75 114 124
10 42 75 109 124
26 42 80 109 124
0 56 85 112 124
10 51 78 109 124
19 47 86 116 125
9 53 84 117 125
28 36 87 118 125
19 42 88 113 125
18 36 89 119 125
29 36 90 118 125
1 56 68 115 125
30 42 91 113 125
25 56 89 113 125
31 39 92 116 125
18 37 84 120 125
16 53 93 117 125
27 36 94 118 125
10 56 81 120 125
9 51 84 121 125
16 37 93 122 125
18 36 94 113 125
32 46 95 119 125
32 57 96 122 125
22 55 81 108 125
17 37 97 122 125
24 51 69 120 125
32 51 95 120 125
19 53 69 113 125
25 47 97 118 125
31 37 86 113 125
26 51 79 113 125
23 36 69 113 125
16 51 88 118 125
31 36 89 110 125
33 51 92 117 125
34 46 98 120 125
16 51 88 119 125
19 51 84 108 125
23 57 88 107 125
32 36 92 122 125
19 41 88 121 125
16 38 94 113 125
22 36 79 113 125
17 38 99 118 125
25 38 88 121 125
17 38 84 122 125
9 53 84 117 125
27 37 87 122 125
25 47 97 116 125
25 36 100 122 125
19 56 81 117 125
18 36 100 120 125
26 41 99 122 125
21 36 84 113 125
