0 3 129 262 341 404 457 554 686 725 826 958 1036 1158
0 4 130 263 342 405 458 555 687 726 827 959 1037 1159
0 5 131 264 343 406 457 556 688 727 828 960 1038 1160
0 6 132 265 344 407 459 557 689 728 829 961 1039 1161
0 7 133 266 345 408 457 558 690 729 830 958 1040 1162
0 8 134 267 346 409 460 559 691 730 831 959 1041 1163
0 9 135 267 347 410 461 560 688 731 832 962 1042 1164
0 10 136 268 348 411 462 561 692 732 833 963 1042 1165
0 11 137 269 349 412 457 562 693 731 834 964 1041 1166
0 12 138 270 350 413 463 563 694 733 835 965 1043 1166
0 13 139 271 351 414 464 564 694 734 836 966 1038 1167
0 14 140 272 344 415 465 565 687 735 837 967 1044 1168
0 15 141 273 350 416 462 555 693 736 838 968 1045 1169
0 16 141 274 352 417 466 566 695 727 839 966 1046 1170
0 17 135 275 353 418 467 567 693 737 840 969 1047 1171
0 18 142 276 354 409 468 568 688 738 841 970 1048 1172
0 19 143 277 355 419 457 569 696 730 842 971 1049 1168
0 20 144 278 355 420 464 570 697 739 843 972 1050 1173
0 21 145 279 356 421 467 571 698 740 844 973 1044 1174
0 22 146 280 346 422 469 572 699 741 845 974 1051 1175
0 10 147 281 350 423 470 573 689 742 846 975 1052 1176
0 23 148 282 343 418 471 574 700 731 847 960 1053 1177
0 24 149 283 357 406 472 575 701 743 848 976 1054 1178
0 25 150 284 358 415 473 576 687 738 849 975 1055 1179
0 26 142 268 355 410 474 577 686 741 850 977 1056 1175
0 27 151 285 359 424 475 578 702 744 851 972 1057 1180
0 28 152 278 360 425 468 579 691 745 852 978 1058 1181
0 29 153 263 361 426 476 580 701 746 853 962 1059 1182
0 30 154 286 362 427 464 581 703 747 847 966 1037 1183
0 31 155 287 350 410 458 582 687 731 854 958 1060 1178
0 32 156 276 363 406 470 583 693 734 855 979 1061 1182
0 33 157 283 364 428 477 584 694 748 856 975 1048 1184
0 34 158 283 354 429 478 558 704 730 857 973 1062 1185
0 35 159 276 365 430 464 585 705 746 839 966 1047 1186
0 36 160 282 366 431 479 586 693 749 858 980 1062 1187
0 37 142 273 367 405 469 562 687 740 845 958 1063 1188
0 38 137 288 368 431 462 578 691 750 859 975 1064 1189
0 27 161 289 351 413 480 565 693 751 860 977 1065 1190
0 39 156 290 368 413 476 587 686 752 861 981 1066 1191
0 40 162 291 369 432 470 588 706 753 845 982 1067 1192
0 41 129 292 370 433 481 589 691 754 862 983 1068 1193
0 42 163 293 371 434 480 578 701 755 863 984 1047 1178
0 43 164 294 372 406 482 590 699 756 864 985 1069 1187
0 7 165 295 373 435 483 591 698 741 865 986 1047 1194
0 27 152 290 361 427 470 592 686 757 866 985 1070 1195
0 44 166 296 374 436 468 593 688 732 867 987 1071 1196
0 17 167 281 350 418 482 573 701 758 868 958 1072 1158
0 45 155 293 350 406 466 559 707 759 869 984 1071 1197
0 13 168 297 371 435 484 594 698 734 842 971 1073 1198
0 46 141 270 375 421 485 595 698 753 870 977 1074 1199
0 27 141 298 376 437 486 596 699 760 871 977 1075 1170
0 20 161 299 354 426 480 597 694 725 838 988 1076 1200
0 47 169 300 349 436 487 598 698 761 872 965 1077 1201
0 48 154 301 377 420 470 599 690 762 873 972 1040 1202
0 49 170 302 378 408 462 600 707 763 874 978 1057 1198
0 41 141 303 367 422 488 601 706 764 875 989 1078 1203
0 40 171 271 379 408 489 592 687 757 876 990 1079 1204
0 50 172 301 344 418 470 602 692 741 877 971 1080 1205
0 51 173 265 380 421 490 603 708 765 878 982 1062 1182
1 52 174 304 381 438 491 604 686 766 879 959 1081 1206
1 53 175 281 350 406 492 605 709 767 880 966 1082 1194
1 54 176 305 344 405 493 606 710 768 836 989 1083 1207
1 55 177 306 351 426 494 607 698 769 848 973 1084 1208
1 52 178 307 366 439 495 608 708 761 881 991 1062 1209
1 56 179 308 366 429 496 609 711 770 882 992 1085 1210
1 52 180 280 382 413 478 593 703 753 859 979 1086 1211
1 57 181 309 372 440 463 610 687 771 883 977 1087 1212
1 52 182 306 383 440 497 611 701 772 884 977 1088 1213
1 58 174 283 361 431 474 612 712 766 885 962 1089 1214
1 59 183 310 344 441 498 613 713 773 886 970 1090 1215
1 60 184 287 384 435 499 614 703 738 887 993 1081 1216
1 12 185 264 359 442 464 615 707 761 888 994 1091 1217
1 61 157 311 385 439 500 616 701 770 889 989 1064 1218
1 62 170 299 386 443 467 617 707 774 890 995 1092 1197
1 63 186 271 345 406 501 618 714 775 891 996 1093 1219
1 64 187 306 350 412 502 619 691 776 848 973 1094 1220
1 65 188 312 350 442 503 620 689 738 859 979 1095 1221
1 66 189 313 351 409 504 621 695 777 892 974 1096 1222
1 53 190 314 387 444 505 622 715 778 893 963 1097 1214
1 67 191 297 388 406 506 623 695 748 894 979 1093 1223
1 68 192 315 366 442 478 624 688 779 895 997 1098 1224
1 69 142 316 371 442 465 586 687 780 896 998 1099 1225
1 70 178 291 385 440 507 625 697 781 897 995 1100 1208
1 27 193 272 363 445 508 626 716 763 852 999 1101 1226
1 66 194 317 351 426 465 627 694 782 887 1000 1102 1206
1 71 195 311 351 446 465 628 688 738 898 973 1091 1207
1 72 184 292 389 434 509 629 695 783 899 1001 1103 1227
1 73 170 278 390 438 510 630 697 784 900 994 1104 1228
1 74 196 303 391 447 503 629 717 746 901 1002 1073 1194
1 70 197 271 392 448 465 626 704 785 902 971 1104 1229
1 70 158 272 393 449 511 631 718 786 903 964 1105 1230
1 68 185 300 394 442 512 632 705 787 904 959 1049 1207
1 75 159 318 395 450 513 633 719 763 887 974 1106 1227
1 60 198 319 351 438 480 634 700 788 905 968 1107 1231
1 76 199 281 351 413 514 624 699 746 906 998 1108 1232
1 77 200 316 366 451 461 635 698 789 900 998 1109 1233
1 78 201 320 396 452 511 636 713 783 895 983 1103 1229
1 60 202 321 350 445 515 637 693 780 907 973 1110 1220
1 52 203 290 393 438 516 638 689 748 847 958 1059 1234
1 60 204 287 351 438 468 597 711 727 908 1003 1111 1235
1 70 205 309 373 412 517 639 687 781 909 1004 1108 1236
1 79 206 322 393 438 512 640 693 746 899 958 1059 1228
1 80 207 303 345 413 518 641 691 790 901 1005 1068 1237
1 81 153 323 365 442 461 642 703 791 910 990 1112 1238
1 82 141 321 367 445 465 643 698 755 911 958 1113 1239
1 83 208 270 394 434 519 616 720 791 912 961 1107 1240
1 84 141 293 366 450 508 620 703 787 893 1002 1038 1213
1 69 169 281 363 447 513 644 717 787 909 985 1114 1241
1 85 209 324 366 437 520 645 690 753 912 961 1115 1242
1 86 138 276 355 426 521 594 693 792 892 974 1077 1194
